period,x,m_mx,m_qx,m_lx,m_dx,m_ex,blank,f_mx,f_qx,f_lx,f_dx,f_ex
1997-1999,85,0.145855,0.135942,24180.1,3287.1,4.92,NA,0.100394,0.095595,40948.9,3914.5,6.03
1997-1999,86,0.158133,0.146546,20893,3061.8,4.62,NA,0.112734,0.106719,37034.4,3952.3,5.62
1997-1999,87,0.174817,0.160765,17831.2,2866.6,4.32,NA,0.124928,0.117583,33082.1,3889.9,5.23
1997-1999,88,0.191897,0.175096,14964.6,2620.2,4.06,NA,0.140022,0.13086,29192.2,3820.1,4.86
1997-1999,89,0.209943,0.189998,12344.4,2345.4,3.81,NA,0.157471,0.145978,25372.1,3703.8,4.51
1997-1999,90,0.221483,0.199401,9999,1993.8,3.59,NA,0.171068,0.157589,21668.3,3414.7,4.2
1997-1999,91,0.239357,0.213773,8005.2,1711.3,3.36,NA,0.191433,0.17471,18253.7,3189.1,3.89
1997-1999,92,0.263796,0.233056,6293.9,1466.8,3.13,NA,0.214915,0.194061,15064.6,2923.5,3.61
1997-1999,93,0.286137,0.250324,4827,1208.3,2.93,NA,0.238824,0.213348,12141.1,2590.3,3.36
1997-1999,94,0.310739,0.268952,3618.7,973.3,2.75,NA,0.260723,0.230655,9550.8,2202.9,3.13
1997-1999,95,0.339758,0.290422,2645.5,768.3,2.57,NA,0.281801,0.246999,7347.9,1814.9,2.92
1997-1999,96,0.362024,0.306537,1877.2,575.4,2.42,NA,0.311431,0.26947,5533,1491,2.72
1997-1999,97,0.389806,0.326224,1301.7,424.7,2.27,NA,0.340991,0.291322,4042,1177.5,2.54
1997-1999,98,0.414624,0.343427,877.1,301.2,2.13,NA,0.363887,0.307872,2864.5,881.9,2.37
1997-1999,99,0.451009,0.368019,575.9,211.9,1.98,NA,0.39064,0.326808,1982.6,647.9,2.21
1997-1999,100,0.473411,0.3828,363.9,139.3,1.85,NA,0.451706,0.368483,1334.7,491.8,2.04
1996-1998,0,0.006595,0.006573,100000,657.3,74.71,NA,0.005243,0.005229,100000,522.9,79.71
1996-1998,1,5.25e-4,5.25e-4,99342.7,52.2,74.21,NA,4.23e-4,4.23e-4,99477.1,42.1,79.13
1996-1998,2,3.13e-4,3.13e-4,99290.6,31.1,73.24,NA,2.69e-4,2.69e-4,99435,26.7,78.16
1996-1998,3,2.27e-4,2.27e-4,99259.5,22.5,72.27,NA,1.65e-4,1.65e-4,99408.3,16.4,77.18
1996-1998,4,2.02e-4,2.02e-4,99237,20,71.28,NA,1.21e-4,1.21e-4,99391.9,12,76.19
1996-1998,5,1.59e-4,1.59e-4,99216.9,15.7,70.3,NA,1.19e-4,1.19e-4,99379.8,11.8,75.2
1996-1998,6,1.45e-4,1.45e-4,99201.2,14.4,69.31,NA,1.23e-4,1.23e-4,99368,12.3,74.21
1996-1998,7,1.33e-4,1.33e-4,99186.8,13.2,68.32,NA,1.04e-4,1.04e-4,99355.8,10.3,73.22
1996-1998,8,1.45e-4,1.45e-4,99173.6,14.4,67.33,NA,8.9e-5,8.9e-5,99345.4,8.8,72.23
1996-1998,9,1.4e-4,1.4e-4,99159.3,13.9,66.34,NA,1.12e-4,1.12e-4,99336.6,11.1,71.24
1996-1998,10,1.44e-4,1.44e-4,99145.4,14.2,65.35,NA,1.06e-4,1.06e-4,99325.5,10.5,70.24
1996-1998,11,1.64e-4,1.64e-4,99131.1,16.2,64.36,NA,9.7e-5,9.7e-5,99315.1,9.6,69.25
1996-1998,12,1.74e-4,1.74e-4,99114.9,17.2,63.37,NA,1.25e-4,1.25e-4,99305.4,12.4,68.26
1996-1998,13,2.04e-4,2.04e-4,99097.7,20.2,62.38,NA,1.39e-4,1.39e-4,99293.1,13.8,67.27
1996-1998,14,2.6e-4,2.6e-4,99077.4,25.8,61.39,NA,1.66e-4,1.66e-4,99279.3,16.5,66.28
1996-1998,15,3.05e-4,3.05e-4,99051.6,30.2,60.41,NA,2.22e-4,2.21e-4,99262.8,22,65.29
1996-1998,16,4.52e-4,4.52e-4,99021.4,44.7,59.42,NA,2.69e-4,2.69e-4,99240.8,26.7,64.3
1996-1998,17,6.1e-4,6.1e-4,98976.7,60.4,58.45,NA,2.85e-4,2.85e-4,99214.1,28.3,63.32
1996-1998,18,8.25e-4,8.25e-4,98916.3,81.6,57.49,NA,3.08e-4,3.08e-4,99185.8,30.6,62.34
1996-1998,19,8.55e-4,8.54e-4,98834.7,84.5,56.53,NA,3.17e-4,3.17e-4,99155.2,31.4,61.35
1996-1998,20,8.63e-4,8.62e-4,98750.3,85.2,55.58,NA,3.11e-4,3.11e-4,99123.8,30.8,60.37
1996-1998,21,9.15e-4,9.14e-4,98665.1,90.2,54.63,NA,3.27e-4,3.27e-4,99093,32.4,59.39
1996-1998,22,8.91e-4,8.9e-4,98574.9,87.8,53.68,NA,3.09e-4,3.08e-4,99060.6,30.6,58.41
1996-1998,23,8.96e-4,8.96e-4,98487.2,88.2,52.73,NA,3.04e-4,3.04e-4,99030,30.1,57.43
1996-1998,24,9.17e-4,9.17e-4,98399,90.2,51.77,NA,3.26e-4,3.26e-4,98999.9,32.3,56.45
1996-1998,25,9.45e-4,9.44e-4,98308.8,92.8,50.82,NA,3.59e-4,3.59e-4,98967.6,35.6,55.47
1996-1998,26,9.05e-4,9.04e-4,98216,88.8,49.87,NA,3.39e-4,3.39e-4,98932,33.5,54.48
1996-1998,27,8.93e-4,8.92e-4,98127.1,87.6,48.91,NA,3.57e-4,3.57e-4,98898.5,35.3,53.5
1996-1998,28,9.54e-4,9.53e-4,98039.6,93.5,47.95,NA,3.81e-4,3.81e-4,98863.2,37.6,52.52
1996-1998,29,9.94e-4,9.94e-4,97946.1,97.3,47,NA,4.23e-4,4.23e-4,98825.6,41.8,51.54
1996-1998,30,0.001011,0.001011,97848.8,98.9,46.05,NA,4.51e-4,4.5e-4,98783.9,44.5,50.56
1996-1998,31,0.001062,0.001062,97749.9,103.8,45.09,NA,4.72e-4,4.72e-4,98739.4,46.6,49.59
1996-1998,32,0.001077,0.001076,97646.1,105.1,44.14,NA,4.99e-4,4.99e-4,98692.7,49.2,48.61
1996-1998,33,0.001105,0.001105,97541,107.8,43.19,NA,5.56e-4,5.56e-4,98643.5,54.8,47.63
1996-1998,34,0.001109,0.001109,97433.2,108,42.23,NA,5.78e-4,5.78e-4,98588.7,56.9,46.66
1996-1998,35,0.001166,0.001166,97325.2,113.4,41.28,NA,6.71e-4,6.71e-4,98531.8,66.1,45.69
1996-1998,36,0.001173,0.001173,97211.8,114,40.33,NA,7.56e-4,7.56e-4,98465.7,74.4,44.72
1996-1998,37,0.001307,0.001306,97097.8,126.8,39.37,NA,7.9e-4,7.89e-4,98391.3,77.7,43.75
1996-1998,38,0.001368,0.001367,96970.9,132.5,38.43,NA,8.87e-4,8.87e-4,98313.6,87.2,42.78
1996-1998,39,0.001587,0.001586,96838.4,153.6,37.48,NA,9.42e-4,9.42e-4,98226.5,92.5,41.82
1996-1998,40,0.00166,0.001659,96684.8,160.4,36.54,NA,0.001027,0.001026,98133.9,100.7,40.86
1996-1998,41,0.001814,0.001812,96524.4,174.9,35.6,NA,0.001154,0.001153,98033.2,113,39.9
1996-1998,42,0.001952,0.00195,96349.5,187.8,34.66,NA,0.001241,0.001241,97920.2,121.5,38.95
1996-1998,43,0.0022,0.002198,96161.7,211.3,33.73,NA,0.001424,0.001423,97798.7,139.2,38
1996-1998,44,0.002381,0.002379,95950.3,228.2,32.8,NA,0.001562,0.001561,97659.5,152.5,37.05
1996-1998,45,0.002653,0.00265,95722.1,253.6,31.88,NA,0.001678,0.001677,97507,163.5,36.11
1996-1998,46,0.002781,0.002778,95468.5,265.2,30.96,NA,0.001802,0.001801,97343.5,175.3,35.17
1996-1998,47,0.003125,0.00312,95203.3,297.1,30.04,NA,0.002053,0.002051,97168.3,199.3,34.23
1996-1998,48,0.003295,0.003289,94906.3,312.2,29.14,NA,0.002197,0.002195,96969,212.8,33.3
1996-1998,49,0.003585,0.003579,94594.1,338.6,28.23,NA,0.002345,0.002342,96756.1,226.6,32.37
1996-1998,50,0.00387,0.003863,94255.5,364.1,27.33,NA,0.002726,0.002722,96529.5,262.8,31.44
1996-1998,51,0.004388,0.004378,93891.4,411.1,26.44,NA,0.003049,0.003044,96266.7,293.1,30.53
1996-1998,52,0.005108,0.005095,93480.4,476.3,25.55,NA,0.003313,0.003307,95973.7,317.4,29.62
1996-1998,53,0.005595,0.005579,93004,518.9,24.68,NA,0.003554,0.003547,95656.3,339.3,28.72
1996-1998,54,0.00632,0.006301,92485.2,582.7,23.81,NA,0.003946,0.003938,95317,375.4,27.82
1996-1998,55,0.007,0.006976,91902.5,641.1,22.96,NA,0.00434,0.004331,94941.6,411.2,26.93
1996-1998,56,0.007864,0.007833,91261.4,714.9,22.12,NA,0.004629,0.004619,94530.4,436.6,26.04
1996-1998,57,0.008646,0.008609,90546.5,779.5,21.29,NA,0.005359,0.005345,94093.8,502.9,25.16
1996-1998,58,0.009646,0.0096,89767,861.7,20.47,NA,0.005847,0.00583,93590.9,545.6,24.29
1996-1998,59,0.010536,0.010481,88905.3,931.8,19.66,NA,0.006429,0.006408,93045.3,596.2,23.43
1996-1998,60,0.011725,0.011657,87973.4,1025.5,18.87,NA,0.007144,0.007119,92449,658.1,22.58
1996-1998,61,0.013122,0.013036,86947.9,1133.5,18.08,NA,0.007846,0.007815,91790.9,717.4,21.74
1996-1998,62,0.01449,0.014386,85814.5,1234.5,17.32,NA,0.008714,0.008676,91073.5,790.2,20.9
1996-1998,63,0.016149,0.016019,84579.9,1354.9,16.56,NA,0.009237,0.009194,90283.4,830.1,20.08
1996-1998,64,0.018245,0.01808,83225,1504.7,15.82,NA,0.010527,0.010472,89453.3,936.7,19.26
1996-1998,65,0.020346,0.020141,81720.3,1646,15.1,NA,0.011843,0.011773,88516.5,1042.1,18.46
1996-1998,66,0.022258,0.022013,80074.4,1762.7,14.4,NA,0.013125,0.01304,87474.4,1140.6,17.68
1996-1998,67,0.025195,0.024881,78311.7,1948.5,13.72,NA,0.014822,0.014713,86333.7,1270.2,16.9
1996-1998,68,0.028224,0.027831,76363.2,2125.3,13.05,NA,0.01651,0.016374,85063.5,1392.9,16.15
1996-1998,69,0.031179,0.030701,74237.9,2279.2,12.41,NA,0.018482,0.018313,83670.7,1532.3,15.41
1996-1998,70,0.035199,0.034591,71958.7,2489.1,11.79,NA,0.020754,0.020541,82138.4,1687.2,14.69
1996-1998,71,0.038572,0.037842,69469.6,2628.9,11.2,NA,0.022972,0.022711,80451.2,1827.1,13.99
1996-1998,72,0.04302,0.042114,66840.8,2815,10.62,NA,0.025901,0.02557,78624,2010.4,13.3
1996-1998,73,0.047096,0.046013,64025.8,2946,10.06,NA,0.028521,0.02812,76613.6,2154.3,12.63
1996-1998,74,0.05284,0.05148,61079.8,3144.4,9.52,NA,0.031032,0.030557,74459.3,2275.3,11.99
1996-1998,75,0.057342,0.055744,57935.4,3229.5,9.01,NA,0.034187,0.033613,72184,2426.3,11.35
1996-1998,76,0.062376,0.06049,54705.9,3309.2,8.52,NA,0.037845,0.037142,69757.7,2591,10.73
1996-1998,77,0.067459,0.065258,51396.7,3354,8.03,NA,0.041845,0.040987,67166.7,2753,10.12
1996-1998,78,0.074682,0.071994,48042.7,3458.8,7.56,NA,0.046728,0.045661,64413.8,2941.2,9.53
1996-1998,79,0.083362,0.080027,44583.9,3567.9,7.1,NA,0.051955,0.050639000000000003,61472.6,3112.9,8.96
1996-1998,80,0.093439,0.089268,41016,3661.4,6.68,NA,0.058638,0.056968,58359.6,3324.6,8.41
1996-1998,81,0.100687,0.095861,37354.6,3580.9,6.28,NA,0.065005,0.062959,55035,3464.9,7.89
1996-1998,82,0.111323,0.105453,33773.7,3561.5,5.9,NA,0.073436,0.070835,51570.1,3653,7.39
1996-1998,83,0.122952,0.115832,30212.2,3499.5,5.53,NA,0.081614,0.078415,47917.1,3757.4,6.91
1996-1998,84,0.133738,0.125355,26712.7,3348.6,5.19,NA,0.09073,0.086792,44159.7,3832.7,6.46
1996-1998,85,0.148898,0.138581,23364.1,3237.8,4.87,NA,0.100617,0.095798,40327,3863.2,6.03
1996-1998,86,0.161317,0.149276,20126.3,3004.4,4.57,NA,0.114118,0.107958,36463.7,3936.5,5.61
1996-1998,87,0.178429,0.163815,17121.9,2804.8,4.28,NA,0.125772,0.118331,32527.2,3849,5.23
1996-1998,88,0.192056,0.175229,14317.1,2508.8,4.02,NA,0.140828,0.131564,28678.2,3773,4.87
1996-1998,89,0.212757,0.1923,11808.3,2270.7,3.77,NA,0.157527,0.146026,24905.2,3636.8,4.53
1996-1998,90,0.223267,0.200846,9537.6,1915.6,3.55,NA,0.171429,0.157895,21268.4,3358.2,4.22
1996-1998,91,0.241049,0.215122,7622,1639.7,3.32,NA,0.191358,0.174648,17910.2,3128,3.91
1996-1998,92,0.270271,0.238096,5982.3,1424.4,3.09,NA,0.212361,0.191977,14782.2,2837.8,3.63
1996-1998,93,0.291663,0.254542,4558,1160.2,2.9,NA,0.234757,0.210097,11944.4,2509.5,3.38
1996-1998,94,0.313211,0.270802,3397.8,920.1,2.72,NA,0.259087,0.229374,9434.9,2164.1,3.15
1996-1998,95,0.341579,0.291751,2477.6,722.9,2.54,NA,0.283901,0.24861,7270.8,1807.6,2.93
1996-1998,96,0.368989,0.311516,1754.8,546.6,2.39,NA,0.309786,0.268238,5463.2,1465.4,2.74
1996-1998,97,0.401346,0.334267,1208.1,403.8,2.24,NA,0.336117,0.287757,3997.8,1150.4,2.56
1996-1998,98,0.401268,0.334214,804.3,268.8,2.11,NA,0.355576,0.301902,2847.4,859.6,2.39
1996-1998,99,0.460094,0.374046,535.5,200.3,1.92,NA,0.394869,0.329762,1987.7,655.5,2.21
1996-1998,100,0.496617,0.397832,335.2,133.4,1.77,NA,0.45194,0.368638,1332.3,491.1,2.05
1995-1997,0,0.006776,0.006753,100000,675.3,74.46,NA,0.005353,0.005338,100000,533.8,79.55
1995-1997,1,5.06e-4,5.06e-4,99324.7,50.2,73.97,NA,4.36e-4,4.36e-4,99466.2,43.4,78.97
1995-1997,2,3.04e-4,3.04e-4,99274.4,30.2,73.01,NA,2.62e-4,2.62e-4,99422.8,26,78.01
1995-1997,3,2.32e-4,2.32e-4,99244.3,23,72.03,NA,1.74e-4,1.74e-4,99396.8,17.3,77.03
1995-1997,4,1.91e-4,1.91e-4,99221.3,19,71.04,NA,1.32e-4,1.32e-4,99379.5,13.1,76.04
1995-1997,5,1.64e-4,1.64e-4,99202.3,16.3,70.06,NA,1.3e-4,1.3e-4,99366.5,13,75.05
1995-1997,6,1.53e-4,1.53e-4,99186,15.1,69.07,NA,1.23e-4,1.23e-4,99353.5,12.2,74.06
1995-1997,7,1.23e-4,1.23e-4,99170.9,12.2,68.08,NA,1.05e-4,1.05e-4,99341.3,10.4,73.07
1995-1997,8,1.54e-4,1.54e-4,99158.7,15.3,67.09,NA,9.2e-5,9.1e-5,99330.9,9.1,72.08
1995-1997,9,1.54e-4,1.54e-4,99143.4,15.3,66.1,NA,1.06e-4,1.06e-4,99321.8,10.5,71.08
1995-1997,10,1.63e-4,1.63e-4,99128.1,16.2,65.11,NA,1.2e-4,1.2e-4,99311.3,11.9,70.09
1995-1997,11,1.59e-4,1.59e-4,99111.9,15.8,64.12,NA,1.02e-4,1.02e-4,99299.4,10.1,69.1
1995-1997,12,1.82e-4,1.82e-4,99096.2,18.1,63.13,NA,1.13e-4,1.13e-4,99289.3,11.2,68.11
1995-1997,13,2.13e-4,2.13e-4,99078.1,21.1,62.14,NA,1.44e-4,1.44e-4,99278.1,14.3,67.11
1995-1997,14,2.62e-4,2.62e-4,99056.9,26,61.15,NA,1.8e-4,1.8e-4,99263.8,17.9,66.12
1995-1997,15,3.06e-4,3.06e-4,99031,30.3,60.17,NA,2.37e-4,2.37e-4,99245.9,23.5,65.13
1995-1997,16,4.09e-4,4.09e-4,99000.7,40.5,59.19,NA,2.42e-4,2.42e-4,99222.4,24,64.15
1995-1997,17,6.48e-4,6.48e-4,98960.2,64.1,58.21,NA,2.78e-4,2.78e-4,99198.4,27.6,63.16
1995-1997,18,8.33e-4,8.33e-4,98896.1,82.4,57.25,NA,3.05e-4,3.05e-4,99170.8,30.3,62.18
1995-1997,19,8.45e-4,8.45e-4,98813.8,83.5,56.3,NA,3.22e-4,3.22e-4,99140.6,32,61.2
1995-1997,20,8.87e-4,8.86e-4,98730.3,87.5,55.34,NA,3.01e-4,3.01e-4,99108.6,29.8,60.22
1995-1997,21,9.6e-4,9.6e-4,98642.8,94.7,54.39,NA,3.39e-4,3.39e-4,99078.8,33.6,59.24
1995-1997,22,8.56e-4,8.56e-4,98548.2,84.3,53.44,NA,3.03e-4,3.03e-4,99045.2,30,58.26
1995-1997,23,8.75e-4,8.75e-4,98463.8,86.1,52.49,NA,3e-4,3e-4,99015.2,29.7,57.28
1995-1997,24,8.77e-4,8.77e-4,98377.7,86.3,51.54,NA,3.28e-4,3.27e-4,98985.5,32.4,56.29
1995-1997,25,9.33e-4,9.33e-4,98291.4,91.7,50.58,NA,3.32e-4,3.32e-4,98953.1,32.9,55.31
1995-1997,26,8.7e-4,8.7e-4,98199.8,85.4,49.63,NA,3.41e-4,3.41e-4,98920.2,33.8,54.33
1995-1997,27,8.92e-4,8.92e-4,98114.3,87.5,48.67,NA,3.94e-4,3.94e-4,98886.5,39,53.35
1995-1997,28,9.42e-4,9.42e-4,98026.8,92.3,47.71,NA,3.73e-4,3.73e-4,98847.5,36.9,52.37
1995-1997,29,9.99e-4,9.98e-4,97934.5,97.8,46.76,NA,4.15e-4,4.15e-4,98810.6,41,51.39
1995-1997,30,9.84e-4,9.83e-4,97836.8,96.2,45.8,NA,4.36e-4,4.35e-4,98769.6,43,50.41
1995-1997,31,0.001079,0.001079,97740.5,105.4,44.85,NA,4.54e-4,4.54e-4,98726.6,44.8,49.43
1995-1997,32,0.001061,0.00106,97635.1,103.5,43.9,NA,5.34e-4,5.34e-4,98681.8,52.7,48.45
1995-1997,33,0.001088,0.001087,97531.6,106,42.94,NA,5.69e-4,5.68e-4,98629.1,56.1,47.48
1995-1997,34,0.001139,0.001139,97425.6,111,41.99,NA,6.1e-4,6.1e-4,98573.1,60.1,46.51
1995-1997,35,0.001151,0.00115,97314.6,111.9,41.04,NA,6.97e-4,6.97e-4,98512.9,68.6,45.53
1995-1997,36,0.00119,0.00119,97202.7,115.6,40.08,NA,7.37e-4,7.37e-4,98444.3,72.5,44.57
1995-1997,37,0.001313,0.001312,97087.1,127.4,39.13,NA,7.81e-4,7.81e-4,98371.8,76.8,43.6
1995-1997,38,0.001418,0.001417,96959.7,137.4,38.18,NA,8.99e-4,8.98e-4,98295,88.3,42.63
1995-1997,39,0.001599,0.001598,96822.3,154.7,37.23,NA,9.68e-4,9.67e-4,98206.7,95,41.67
1995-1997,40,0.001719,0.001718,96667.6,166.1,36.29,NA,0.001041,0.001041,98111.7,102.1,40.71
1995-1997,41,0.001857,0.001856,96501.6,179.1,35.35,NA,0.00115,0.001149,98009.5,112.6,39.75
1995-1997,42,0.002017,0.002015,96322.5,194.1,34.42,NA,0.001278,0.001277,97896.9,125.1,38.8
1995-1997,43,0.002251,0.002248,96128.4,216.1,33.49,NA,0.001442,0.001441,97771.8,140.9,37.84
1995-1997,44,0.002341,0.002339,95912.3,224.3,32.56,NA,0.001577,0.001576,97631,153.9,36.9
1995-1997,45,0.002627,0.002624,95688,251.1,31.64,NA,0.00171,0.001709,97477.1,166.5,35.96
1995-1997,46,0.002784,0.00278,95436.9,265.3,30.72,NA,0.001847,0.001845,97310.5,179.5,35.02
1995-1997,47,0.003049,0.003044,95171.6,289.7,29.8,NA,0.002088,0.002086,97131,202.6,34.08
1995-1997,48,0.003305,0.003299,94881.9,313.1,28.89,NA,0.002217,0.002214,96928.4,214.6,33.15
1995-1997,49,0.003706,0.003699,94568.8,349.8,27.99,NA,0.002394,0.002392,96713.7,231.3,32.22
1995-1997,50,0.00407,0.004062,94219,382.7,27.09,NA,0.002775,0.002771,96482.4,267.3,31.3
1995-1997,51,0.004525,0.004515,93836.3,423.6,26.2,NA,0.003174,0.003169,96215.1,304.9,30.39
1995-1997,52,0.005133,0.00512,93412.7,478.3,25.31,NA,0.003367,0.003361,95910.2,322.4,29.48
1995-1997,53,0.005762,0.005746,92934.5,534,24.44,NA,0.003651,0.003645,95587.8,348.4,28.58
1995-1997,54,0.006446,0.006425,92400.5,593.7,23.58,NA,0.003978,0.00397,95239.4,378.1,27.68
1995-1997,55,0.007111,0.007085,91806.8,650.5,22.73,NA,0.004477,0.004467,94861.3,423.7,26.79
1995-1997,56,0.008032,0.007999,91156.3,729.2,21.89,NA,0.004779,0.004768,94437.6,450.3,25.91
1995-1997,57,0.008805,0.008767,90427.1,792.7,21.06,NA,0.005349,0.005335,93987.3,501.4,25.03
1995-1997,58,0.009687,0.00964,89634.4,864.1,20.24,NA,0.005954,0.005937,93485.9,555,24.16
1995-1997,59,0.010749,0.010692,88770.3,949.1,19.43,NA,0.006478,0.006457,92930.9,600,23.3
1995-1997,60,0.012167,0.012093,87821.2,1062,18.64,NA,0.007217,0.007191,92330.9,664,22.45
1995-1997,61,0.013399,0.01331,86759.1,1154.7,17.86,NA,0.008014,0.007982,91666.9,731.6,21.61
1995-1997,62,0.014985,0.014873,85604.4,1273.2,17.09,NA,0.008897,0.008858,90935.2,805.5,20.78
1995-1997,63,0.016694,0.016556,84331.2,1396.2,16.35,NA,0.009583,0.009538,90129.7,859.6,19.96
1995-1997,64,0.018864,0.018688,82935,1549.9,15.61,NA,0.010774,0.010717,89270.1,956.7,19.15
1995-1997,65,0.021036,0.020817,81385.1,1694.2,14.9,NA,0.012496,0.012419,88313.4,1096.7,18.35
1995-1997,66,0.023327,0.023058,79690.9,1837.5,14.21,NA,0.013573,0.013482,87216.7,1175.8,17.57
1995-1997,67,0.026285,0.025944,77853.4,2019.8,13.53,NA,0.015029,0.014917,86040.9,1283.4,16.81
1995-1997,68,0.029225,0.028804,75833.5,2184.3,12.88,NA,0.01716,0.017014,84757.4,1442,16.05
1995-1997,69,0.032403,0.031886,73649.2,2348.4,12.24,NA,0.018854,0.018678,83315.4,1556.2,15.32
1995-1997,70,0.036189,0.035546,71300.8,2534.5,11.63,NA,0.021193,0.020971,81759.2,1714.6,14.61
1995-1997,71,0.039819,0.039042,68766.4,2684.8,11.04,NA,0.023347,0.023078,80044.6,1847.2,13.91
1995-1997,72,0.04422,0.043263,66081.6,2858.9,10.47,NA,0.026159,0.025821,78197.4,2019.1,13.22
1995-1997,73,0.048609,0.047456,63222.7,3000.3,9.92,NA,0.029024,0.028609,76178.2,2179.4,12.56
1995-1997,74,0.053999,0.05258,60222.4,3166.5,9.39,NA,0.031485,0.030997,73998.9,2293.7,11.92
1995-1997,75,0.058123,0.056481,57056,3222.6,8.88,NA,0.034537,0.033951,71705.1,2434.5,11.28
1995-1997,76,0.064021,0.062035,53833.4,3339.6,8.38,NA,0.038266,0.037548,69270.7,2601,10.66
1995-1997,77,0.069437,0.067107,50493.8,3388.5,7.9,NA,0.042407,0.041526,66669.7,2768.5,10.06
1995-1997,78,0.078082,0.075148,47105.3,3539.9,7.44,NA,0.047752,0.046639,63901.2,2980.3,9.47
1995-1997,79,0.086522,0.082934,43565.5,3613.1,7,NA,0.053265,0.051883,60920.9,3160.8,8.91
1995-1997,80,0.095141,0.09082,39952.4,3628.5,6.59,NA,0.059215,0.057512,57760.1,3321.9,8.37
1995-1997,81,0.103384,0.098302,36323.9,3570.7,6.2,NA,0.065696,0.063607,54438.3,3462.7,7.85
1995-1997,82,0.114665,0.108448,32753.2,3552,5.82,NA,0.07381,0.071183,50975.6,3628.6,7.35
1995-1997,83,0.125516,0.118104,29201.2,3448.8,5.47,NA,0.082324,0.079069,47347,3743.7,6.87
1995-1997,84,0.13624,0.127551,25752.4,3284.7,5.13,NA,0.091944,0.087903,43603.3,3832.9,6.42
1995-1997,85,0.15097,0.140374,22467.7,3153.9,4.81,NA,0.102274,0.097298,39770.4,3869.6,5.99
1995-1997,86,0.164997,0.152423,19313.8,2943.9,4.51,NA,0.115142,0.108874,35900.9,3908.7,5.58
1995-1997,87,0.180402,0.165476,16369.9,2708.8,4.23,NA,0.126526,0.118998,31992.2,3807,5.21
1995-1997,88,0.196005,0.17851,13661.1,2438.6,3.97,NA,0.14182,0.13243,28185.2,3732.6,4.84
1995-1997,89,0.215075,0.194192,11222.5,2179.3,3.73,NA,0.158435,0.146805,24452.6,3589.8,4.5
1995-1997,90,0.225506,0.202656,9043.1,1832.6,3.5,NA,0.174114,0.16017,20862.9,3341.6,4.19
1995-1997,91,0.244288,0.217698,7210.5,1569.7,3.27,NA,0.193233,0.176209,17521.3,3087.4,3.9
1995-1997,92,0.276562,0.242964,5640.8,1370.5,3.04,NA,0.211968,0.191655,14433.9,2766.3,3.62
1995-1997,93,0.297243,0.258782,4270.3,1105.1,2.85,NA,0.234451,0.209851,11667.5,2448.4,3.36
1995-1997,94,0.321007,0.27661,3165.2,875.5,2.68,NA,0.263011,0.232443,9219.1,2142.9,3.13
1995-1997,95,0.349259,0.297336,2289.7,680.8,2.51,NA,0.286753,0.250795,7076.2,1774.7,2.92
1995-1997,96,0.382549,0.321126,1608.9,516.7,2.36,NA,0.314588,0.271831,5301.5,1441.1,2.73
1995-1997,97,0.407821,0.338747,1092.2,370,2.24,NA,0.335553,0.287343,3860.4,1109.3,2.56
1995-1997,98,0.402978,0.335399,722.2,242.2,2.13,NA,0.356536,0.302593,2751.1,832.5,2.4
1995-1997,99,0.457627,0.372414,480,178.8,1.95,NA,0.402045,0.334752,1918.7,642.3,2.22
1995-1997,100,0.48951,0.393258,301.2,118.5,1.8,NA,0.435037,0.357315,1276.4,456.1,2.08
1994-1996,0,0.006888,0.006864,100000,686.4,74.31,NA,0.005381,0.005367,100000,536.7,79.49
1994-1996,1,4.99e-4,4.99e-4,99313.6,49.5,73.82,NA,4.71e-4,4.71e-4,99463.3,46.8,78.92
1994-1996,2,3.06e-4,3.06e-4,99264,30.4,72.86,NA,2.75e-4,2.75e-4,99416.5,27.3,77.95
1994-1996,3,2.32e-4,2.32e-4,99233.7,23.1,71.88,NA,1.75e-4,1.75e-4,99389.1,17.3,76.97
1994-1996,4,1.96e-4,1.96e-4,99210.6,19.4,70.89,NA,1.33e-4,1.33e-4,99371.8,13.3,75.99
1994-1996,5,1.48e-4,1.48e-4,99191.2,14.7,69.91,NA,1.4e-4,1.4e-4,99358.5,13.9,75
1994-1996,6,1.56e-4,1.56e-4,99176.5,15.4,68.92,NA,1.3e-4,1.3e-4,99344.6,12.9,74.01
1994-1996,7,1.38e-4,1.38e-4,99161.1,13.6,67.93,NA,1.01e-4,1.01e-4,99331.7,10,73.02
1994-1996,8,1.59e-4,1.59e-4,99147.4,15.8,66.94,NA,9.6e-5,9.6e-5,99321.8,9.5,72.02
1994-1996,9,1.61e-4,1.61e-4,99131.6,15.9,65.95,NA,1.06e-4,1.06e-4,99312.3,10.5,71.03
1994-1996,10,1.48e-4,1.48e-4,99115.7,14.7,64.96,NA,1.09e-4,1.09e-4,99301.7,10.9,70.04
1994-1996,11,1.57e-4,1.57e-4,99101,15.6,63.97,NA,1.05e-4,1.05e-4,99290.9,10.5,69.05
1994-1996,12,1.96e-4,1.96e-4,99085.4,19.4,62.98,NA,1.18e-4,1.18e-4,99280.4,11.7,68.05
1994-1996,13,2.14e-4,2.14e-4,99066,21.2,61.99,NA,1.47e-4,1.47e-4,99268.7,14.6,67.06
1994-1996,14,2.68e-4,2.68e-4,99044.8,26.6,61,NA,1.86e-4,1.86e-4,99254.1,18.5,66.07
